search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
"Caboolture LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Dakabin LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Maryborough LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Willawong LFGE Station, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Emerald Solar Park, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Lilyvale Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Copping Renewable Energy Facility, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Drysdale Renewable Energy Facility, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Longreach SF, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"COLEAMBALLY SOLAR PTY LTD, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"HWF1 Pty Ltd, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"HWF2 Pty Ltd, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"NUMURKAH SOLAR FARM PTY LTD, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Ross River Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Mount Emerald Wind farm Pty Ltd, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Ratch-Australia Collinsville Solar PV Pty Ltd, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Onslow Power Station & Onslow Distribution Network, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Salt Creek Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Musselroe Wind Farm Pty LTd, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Woolnorth Bluff Point Wind Farm Pty Ltd, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Haughton Solar Farm, QLD, Australia",-19.7555367,147.0198226,-19.7714293,-19.7371079,146.9987788,147.062298,"Haughton Solar Farm Extension, Upper Haughton, Burdekin Shire, Queensland, Australia",way,949429990,nominatim,ok,exact
"Albany Windfarm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Glenorchy Landfill, TAS, Australia",-42.8441973,147.2450284,-42.8491215,-42.8392098,147.2391886,147.2555556,"Glenorchy Landfill, Montrose, Glenorchy, Hobart, City of Glenorchy, Tasmania, 7010, Australia",way,58586013,nominatim,ok,exact
"Hobart Landfill, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Kemps Creek Landfill, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Kincumber Landfill, NSW, Australia",-33.4770172,151.4038464,-33.4792612,-33.4743711,151.4016371,151.4063821,"Kincumber Landfill Transfer Station, 60, Kincumber, Gosford, Central Coast Council, New South Wales, 2251, Australia",way,879820154,nominatim,ok,exact
"Rockingham Landfill, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Werribee Biogas, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Woy Woy Landfill, NSW, Australia",-33.5082222,151.2912565,-33.5126269,-33.5037523,151.2889272,151.2932594,"Woy Woy Landfill, Patonga, Woy Woy, Central Coast Council, New South Wales, 2256, Australia",way,176735886,nominatim,ok,exact
"Tailem Bend Solar farm, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Adani Rugby Run Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Barker Inlet Power Station, SA, Australia",-34.8038547,138.5238095,-34.8052119,-34.8021885,138.5220194,138.5251871,"Barker Inlet Power Station, Torrens Island, Unincorporated Area Torrens Island, South Australia, 5960, Australia",way,831284070,nominatim,ok,exact
"Badgingarra Solar Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Darling Downs Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Crudine Ridge Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Dundonnell Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Gannawarra Solar Farm Pty Ltd, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Childers Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Nevertire Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Susan River Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Bungala One Solar Farm, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Bungala Two Solar Farm, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Finley Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Oakey 2 Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Kidston Solar One - Solar - Qld, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"HUGHENDEN SOLAR FARM, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Maryrorough Solar Farm, QLD, Australia",-27.7121091,151.5448478,-27.7121797,-27.7120387,151.544815,151.5448806,"Maryrorough Solar Farm, Yarranlea Murlaggan Road, Yarranlea, Toowoomba Regional, Queensland, Australia",way,1169803170,nominatim,ok,exact
"Willogoleche Wind Farm, SA, Australia",-33.4168325,138.8440063,-33.4460186,-33.3869837,138.8195719,138.8659669,"Willogoleche Wind Farm, Hallett, The Regional Council of Goyder, South Australia, 5419, Australia",way,1084127006,nominatim,ok,exact
"Bannerton Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Lal Lal Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Mugga Lane LFGE Station, ACT, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
"Lincoln Gap Wind Farm Operations Pty Ltd, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Albury Solar Facility, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Reedy Creek Renewable Energy Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Seaford Heights Renewable Energy Facility, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"SIMS Gillman Solar Facility, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Longreach Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Murra Warra Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"BULGANA GREEN POWER HUB, VIC, Australia",-37.0381632,142.9835582,-37.0388084,-37.037517,142.9826367,142.9844785,"Bulgana Green Power Hub - BESS, Joel Joel, Shire of Northern Grampians, Victoria, 3384, Australia",way,1302376631,nominatim,ok,exact
"FS NSW Project No 1 AT Pty Ltd as trustee for FS NSW Project No 1 Asset Trust, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Manildra Prop Pty ltd as trustee for Manildra Asset Trust, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Oakey 1 Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Granville Harbour Wind Farm, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Yarranlea Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Clermont Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Wemen Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"White Rock Solar Farm Pty Ltd, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Wild Cattle Hill Wind Farm, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Warradarge Wind Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Newtricity Developments Biala Pty Ltd, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Darlington Point Solar Farm Pty Ltd, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Jemalong PV Asset Pty Ltd as Trustee for the Jemalong PV Asset Trust, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Glenrowan West Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Berrybank Wind farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Goonumbla Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Bango Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Boco Rock Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Sapphire Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Lake Bonney BESS Pty Ltd, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Cherry Tree Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Iberdola Australia SAGT, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Caloundra Renewable Energy Facility, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Seaford Heights Solar Facility, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Wellington Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Moorabool Wind Farm Pty Ltd, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Manildra Prop Pty Ltd as trustee for Manildra Asset Trust, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Oakey 1 Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Yandin Wind Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"MSF, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"TWWF, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"YWF, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Collector Wind Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Mount Emerald Wind Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Ratch-Australia Collinsville Solar PV, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Merredin Solar Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Limondale Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Bomen Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Sunraysia Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Warwick Solar Farm, QLD, Australia",-28.1815683,152.0732657,-28.1902436,-28.1764627,152.0626098,152.07991,"Warwick Solar Farm, Sladevale, Southern Downs Regional, Queensland, Australia",way,1020772874,nominatim,ok,exact
"Snowtown South Wind Farm Pty Ltd, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Snowtown Wind Farm Stage 2 Pty Ltd, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"YATPOOL SOLAR FARM, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Hillston Sun Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Molong Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Beryl Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Manildra Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Cherry Tree Wind Farm Pty Ltd, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Domain Shopping centre Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Grand Central Shopping Centre Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Logan Hyperdome Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Robina Shopping Centre Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Water Gardens Shopping Centre Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Virtual Power Plant, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Ferguson Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Queanbeyan Battery Energy Storage System, ACT, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
"PAREP Wind, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Kennedy Energy Park Pty Ltd, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Glenorchy Renewable Energy Facility, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Mc Robies Gully Renewable Energy Facility, TAS, Australia",-42.035067,146.6366887,-55.1730541,-39.1984777,143.748821,159.0840828,"Tasmania, Australia",relation,2369652,nominatim,ok,state
"Rockingham Renewable Energy Facility, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Woy Woy Renewable Energy Facility, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Maroona Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Corowa Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Junee Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Wagga Wagga North Solar Farm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"Moree Solar Farm from 15 June 2022, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
"VICTORIAN BIG BATTERY PTY LTD, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"WESTERN DOWNS GREEN POWER HUB PTY LTD, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Esperance Town Powerstation, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"PAP1, SA, Australia",-30.5343665,135.6301212,-38.1133108,-25.9963915,129.001395,141.0027803,"South Australia, Australia",relation,2316596,nominatim,ok,state
"Gascoyne Junction Power Station & Distribution network, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Laverton Power Station & Distribution Network, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Menzies Power Station & Distribution Network, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Sebastopol Solar Farm, NSW, Australia",-34.6093863,147.5553293,-34.6204546,-34.5995116,147.5494736,147.5689342,"Sebastopol Solar Farm, Temora Shire Council, New South Wales, Australia",way,958397278,nominatim,ok,exact
"Karratha Solar Farm, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Stockyard Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Winton Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Mortlake South Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Coopers Gap Wind Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Dugald River Solar Farm, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"Kiata Wind Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Jabiru Power Station, NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
"Hamilton Solar Farm Pty Ltd, NT, Australia",-19.8516101,133.2303375,-25.99862,-10.8524628,129.0004454,138.0273711,"Northern Territory, Australia",relation,2316594,nominatim,ok,state
"Alkimos Beach Community Battery, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Kwinana Battery Energy Storage Site, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"VPP4S, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Cohuna Solar Farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"EnergyAustralia Virtual Power Plant (EA VPP), VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Columboola Solar Farm Hold Co Pty Ltd, QLD, Australia",-22.1646782,144.5844903,-29.179266,-9.0880125,137.9946464,153.6116035,"Queensland, Australia",relation,2316595,nominatim,ok,state
"PEG Power Station, WA, Australia",-25.2303005,121.0187246,-35.2418503,-13.5076852,112.8656697,129.0020486,"Western Australia, Australia",relation,2316598,nominatim,ok,state
"Berrybank 2 Wind farm, VIC, Australia",-36.5986096,144.6780052,-39.1984867,-33.9807974,140.9619017,150.0332821,"Victoria, Australia",relation,2316741,nominatim,ok,state
"Crookwell 3 Windfarm, NSW, Australia",-31.8759835,147.2869493,-37.5280139,-28.1415262,140.9992723,159.3390311,"New South Wales, Australia",relation,2316593,nominatim,ok,state
