,Label,Year,Wholesale trade (no.),Retail trade (no.),Accommodation and food services (no.),"Transport, postal and warehousing (no.)",Information media and telecommunications (no.),Financial and insurance services (no.),"Rental, hiring and real estate services (no.)","Professional, scientific and technical services (no.)",Administrative and support services (no.),Public administration and safety (no.),Education and training (no.),Health care and social assistance (no.),Arts and recreation services (no.),search_text,lat,lon,min_lat,max_lat,min_lon,max_lon,display_name,osm_type,osm_id,geocoder,status,geo_resolution
226,ACT,2021,472,1570,1639,2478,399,1232,3227,6316,1513,126,701,2644,455,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
227,ACT,2022,501,1686,1745,2668,411,1281,3460,6821,1695,126,716,2878,459,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
228,ACT,2023,535,1718,1848,2862,414,1346,3525,7108,1831,131,707,3019,491,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
229,ACT,2024,527,1753,1917,3280,425,1404,3535,7228,1943,129,729,3206,497,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
230,ACT,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
231,ACT,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
232,ACT,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
233,ACT,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
234,ACT,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
235,ACT,2020,463,1459,1513,2410,391,1186,3136,5856,1414,129,640,2470,452,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
236,ACT,2021,472,1570,1639,2478,399,1232,3227,6316,1513,126,701,2644,455,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
237,ACT,2022,501,1686,1745,2668,411,1281,3460,6821,1695,126,716,2878,459,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
238,ACT,2023,535,1718,1848,2862,414,1346,3525,7108,1831,131,707,3019,491,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
239,ACT,2024,527,1753,1917,3280,425,1404,3535,7228,1943,129,729,3206,497,"Western Australia, Australia",-35.4883502,149.0026942,-35.9205295,-35.124413,148.7627987,149.3992971,"Australian Capital Territory, Australia",relation,2354197,nominatim,ok,state
